LOCATION_ID,OPERATOR,LON,LAT
1249186571,Wells Fargo,-97.7469879,30.3964397
3340954877,Westerra Credit Union,-104.8213455,39.7116962
2039857432,First American Bank,-97.9891232,29.5760343
8532619516,ABC Bank,-97.7974768,30.4745873
5150403027,,-77.2788814,38.6756342
6737152635,,-98.504319,29.3680539
2025706456,,-104.8695739,39.6741982
8099191194,First Bank,-104.901687,39.7564679
5308744469,Bank of America,-105.02573,39.7472701
993923093,,-104.6762825,39.8537006
2025924815,Chase,-104.868209,39.6869678
8534891362,Wells Fargo,-97.8006276,30.4795335
1038889571,Bank of America,-98.7275596,29.5021517
3106518681,,-105.0033332,39.7511015
10689314081,,-77.0514879,38.7984025
4093997762,Wells Fargo,-97.7508629,30.2469162
5679529445,,-104.9906581,39.7431903
5322954670,Colorado State Bank & Trust,-104.9573037,39.609477
3254783874,,-89.3351295,31.2635796
4824304490,MOBILEMONEY,-97.8297573,30.4830199
9736049152,Bank of America,-97.5815564,30.5046367
3220725542,Region's,-89.3470897,31.3227657
8320147354,,-97.6714394,30.4193542
4922738222,,-89.3766546,31.3270273
2763368859,CoreFirst Bank & Trust,-104.8677663,39.6961453
6758605464,UMB Bank,-104.908894,39.6525713
4331742179,Bank of the West,-105.0109538,39.7697025
2493850040,,-77.0899608,38.8283199
2833350486,Chase,-104.91638,39.7396235
1092236544,,-77.2563977,38.6516307
2683026884,,-97.7420565,30.266666
3733779497,Bank of America,-77.1114794,38.8816147
9272346694,University Federal Credit Union,-97.8240512,30.2336638
4286618599,,-104.677795,39.8589009
1781287626,,-105.1627418,39.9637109
1840246150,,-105.3042468,39.5187041
8498339105,Ent Credit Union,-104.8479182,39.6595007
5133016938,,-77.0869979,38.7106328
10688074012,Navy Federal Credit Union,-77.331208,38.852392
6096705492,Wells Fargo,-105.276522,40.007423
2921245042,Bank of America,-77.0324415,38.9283637
4840467762,Chase,-77.1069233,38.8963799
1374200178,Truist,-77.1057363,38.8965289
3664997571,Citibank,-77.0553627,38.8130701
522259925,,-98.465655,29.6067167
2334043232,Wells Fargo,-104.901304,39.5954967
1851060885,First Bank,-105.038484,40.5504141
2763350855,KeyBank,-104.865371,39.6943497
9042262632,,-105.0883431,39.9331881
6211247907,Southern Mississippi Federal Credit Union,-89.2677683,31.3468923
8769431916,,-97.6776679,30.6337453
9071769064,Black Frog,-77.2741423,38.6786624
1438074496,Chase,-105.059416,40.5775717
9351409077,Western Union,-104.941324,39.7021332
935579308,,-98.4842917,29.4238302
2317166310,,-104.6097999,39.3611419
2964964454,,-104.8982412,39.2283382
2914594708,Bank of America,-77.0482509,38.9002086
5285185854,Chase,-104.938517,39.6684754
5676842080,,-104.9879585,39.7426056
5462789485,BB&T,-77.1837658,38.7827218
10002975349,Chase,-77.0036378,38.9082291
1250748031,Wells Fargo,-97.70358,30.4005339
3262425161,Wells Fargo,-89.3450779,31.3253116
10038084939,Wells Fargo,-105.109114,40.1535273
8541306089,Frost Bank,-97.8041366,30.4651733
5070540499,Bank of America,-104.869057,39.6900656
3935307056,,-105.2579326,40.0143173
4816918991,Credit Union of Denver,-105.1241976,39.7224059
5243566430,,-104.958503,39.719821
3846141330,,-77.3367788,38.643178
2271266026,Chase,-104.884058,39.6247093
